difficulty,index,method,psnr,ssim,preparation,reference_size,candidate_size
medium,20,bicubic,17.7154,0.7115,64x16_bicubic_to_128x32,128x32,128x32
medium,20,realesrgan,17.5767,0.7045,canonical_128x32,128x32,128x32
medium,20,tsrn,18.9784,0.7318,canonical_128x32,128x32,128x32
medium,21,bicubic,21.0234,0.6732,64x16_bicubic_to_128x32,128x32,128x32
medium,21,realesrgan,21.0379,0.6759,canonical_128x32,128x32,128x32
medium,21,tsrn,24.3791,0.6844,canonical_128x32,128x32,128x32
medium,22,bicubic,17.464,0.6519,64x16_bicubic_to_128x32,128x32,128x32
medium,22,realesrgan,17.0295,0.6051,canonical_128x32,128x32,128x32
medium,22,tsrn,23.6026,0.6824,canonical_128x32,128x32,128x32
medium,23,bicubic,17.4537,0.7066,64x16_bicubic_to_128x32,128x32,128x32
medium,23,realesrgan,16.8517,0.649,canonical_128x32,128x32,128x32
medium,23,tsrn,20.1656,0.7025,canonical_128x32,128x32,128x32
medium,24,bicubic,20.3397,0.6624,64x16_bicubic_to_128x32,128x32,128x32
medium,24,realesrgan,20.205,0.6432,canonical_128x32,128x32,128x32
medium,24,tsrn,24.8944,0.6836,canonical_128x32,128x32,128x32
medium,25,bicubic,17.3725,0.6921,64x16_bicubic_to_128x32,128x32,128x32
medium,25,realesrgan,16.3596,0.6086,canonical_128x32,128x32,128x32
medium,25,tsrn,25.8271,0.6951,canonical_128x32,128x32,128x32
medium,26,bicubic,21.2883,0.6263,64x16_bicubic_to_128x32,128x32,128x32
medium,26,realesrgan,20.5648,0.5909,canonical_128x32,128x32,128x32
medium,26,tsrn,22.3445,0.6714,canonical_128x32,128x32,128x32
medium,27,bicubic,17.4889,0.6914,64x16_bicubic_to_128x32,128x32,128x32
medium,27,realesrgan,16.6472,0.5901,canonical_128x32,128x32,128x32
medium,27,tsrn,23.3987,0.7254,canonical_128x32,128x32,128x32
medium,28,bicubic,20.6791,0.656,64x16_bicubic_to_128x32,128x32,128x32
medium,28,realesrgan,19.8019,0.6135,canonical_128x32,128x32,128x32
medium,28,tsrn,25.0097,0.691,canonical_128x32,128x32,128x32
medium,29,bicubic,17.2555,0.6484,64x16_bicubic_to_128x32,128x32,128x32
medium,29,realesrgan,16.1703,0.5224,canonical_128x32,128x32,128x32
medium,29,tsrn,21.2619,0.6209,canonical_128x32,128x32,128x32
medium,30,bicubic,20.8197,0.6447,64x16_bicubic_to_128x32,128x32,128x32
medium,30,realesrgan,20.2429,0.5845,canonical_128x32,128x32,128x32
medium,30,tsrn,23.9587,0.6211,canonical_128x32,128x32,128x32
medium,31,bicubic,17.3765,0.6339,64x16_bicubic_to_128x32,128x32,128x32
medium,31,realesrgan,15.9633,0.5125,canonical_128x32,128x32,128x32
medium,31,tsrn,23.385,0.6323,canonical_128x32,128x32,128x32
medium,32,bicubic,21.1041,0.6175,64x16_bicubic_to_128x32,128x32,128x32
medium,32,realesrgan,20.4532,0.5748,canonical_128x32,128x32,128x32
medium,32,tsrn,23.3158,0.5867,canonical_128x32,128x32,128x32
medium,33,bicubic,17.1796,0.6114,64x16_bicubic_to_128x32,128x32,128x32
medium,33,realesrgan,15.6845,0.4742,canonical_128x32,128x32,128x32
medium,33,tsrn,22.5884,0.6413,canonical_128x32,128x32,128x32
medium,34,bicubic,20.0416,0.5132,64x16_bicubic_to_128x32,128x32,128x32
medium,34,realesrgan,19.0496,0.4828,canonical_128x32,128x32,128x32
medium,34,tsrn,23.1268,0.571,canonical_128x32,128x32,128x32
medium,35,bicubic,17.2264,0.6473,64x16_bicubic_to_128x32,128x32,128x32
medium,35,realesrgan,16.7346,0.6092,canonical_128x32,128x32,128x32
medium,35,tsrn,22.6108,0.7104,canonical_128x32,128x32,128x32
medium,36,bicubic,20.3006,0.6132,64x16_bicubic_to_128x32,128x32,128x32
medium,36,realesrgan,20.0913,0.5882,canonical_128x32,128x32,128x32
medium,36,tsrn,21.6081,0.6145,canonical_128x32,128x32,128x32
medium,37,bicubic,17.273,0.6108,64x16_bicubic_to_128x32,128x32,128x32
medium,37,realesrgan,15.7885,0.4576,canonical_128x32,128x32,128x32
medium,37,tsrn,23.8627,0.6604,canonical_128x32,128x32,128x32
medium,38,bicubic,20.5894,0.5449,64x16_bicubic_to_128x32,128x32,128x32
medium,38,realesrgan,18.2456,0.4334,canonical_128x32,128x32,128x32
medium,38,tsrn,23.5349,0.5929,canonical_128x32,128x32,128x32
medium,39,bicubic,17.4231,0.6669,64x16_bicubic_to_128x32,128x32,128x32
medium,39,realesrgan,15.6814,0.5018,canonical_128x32,128x32,128x32
medium,39,tsrn,21.001,0.7367,canonical_128x32,128x32,128x32
medium,40,bicubic,20.2643,0.5428,64x16_bicubic_to_128x32,128x32,128x32
medium,40,realesrgan,19.29,0.4835,canonical_128x32,128x32,128x32
medium,40,tsrn,22.6041,0.5767,canonical_128x32,128x32,128x32
medium,41,bicubic,17.1759,0.6086,64x16_bicubic_to_128x32,128x32,128x32
medium,41,realesrgan,15.7022,0.4563,canonical_128x32,128x32,128x32
medium,41,tsrn,20.8296,0.6619,canonical_128x32,128x32,128x32
medium,42,bicubic,20.4854,0.539,64x16_bicubic_to_128x32,128x32,128x32
medium,42,realesrgan,20.0725,0.4914,canonical_128x32,128x32,128x32
medium,42,tsrn,23.0213,0.5548,canonical_128x32,128x32,128x32
medium,43,bicubic,17.0373,0.6256,64x16_bicubic_to_128x32,128x32,128x32
medium,43,realesrgan,16.7773,0.596,canonical_128x32,128x32,128x32
medium,43,tsrn,22.0172,0.6812,canonical_128x32,128x32,128x32
medium,44,bicubic,17.4441,0.6306,64x16_bicubic_to_128x32,128x32,128x32
medium,44,realesrgan,16.6686,0.5472,canonical_128x32,128x32,128x32
medium,44,tsrn,22.609,0.627,canonical_128x32,128x32,128x32
medium,45,bicubic,21.1836,0.5892,64x16_bicubic_to_128x32,128x32,128x32
medium,45,realesrgan,21.1111,0.5496,canonical_128x32,128x32,128x32
medium,45,tsrn,24.2557,0.5588,canonical_128x32,128x32,128x32
medium,46,bicubic,17.7451,0.6512,64x16_bicubic_to_128x32,128x32,128x32
medium,46,realesrgan,17.6876,0.6363,canonical_128x32,128x32,128x32
medium,46,tsrn,24.1446,0.6329,canonical_128x32,128x32,128x32
medium,47,bicubic,21.2647,0.6494,64x16_bicubic_to_128x32,128x32,128x32
medium,47,realesrgan,21.3679,0.6286,canonical_128x32,128x32,128x32
medium,47,tsrn,24.8661,0.6511,canonical_128x32,128x32,128x32
medium,48,bicubic,17.4687,0.6278,64x16_bicubic_to_128x32,128x32,128x32
medium,48,realesrgan,17.2379,0.5897,canonical_128x32,128x32,128x32
medium,48,tsrn,20.1743,0.6468,canonical_128x32,128x32,128x32
medium,49,bicubic,21.15,0.5843,64x16_bicubic_to_128x32,128x32,128x32
medium,49,realesrgan,20.5922,0.5421,canonical_128x32,128x32,128x32
medium,49,tsrn,23.7102,0.5967,canonical_128x32,128x32,128x32
medium,50,bicubic,16.8738,0.7166,64x16_bicubic_to_128x32,128x32,128x32
medium,50,realesrgan,16.8471,0.6946,canonical_128x32,128x32,128x32
medium,50,tsrn,21.541,0.71,canonical_128x32,128x32,128x32
medium,51,bicubic,17.4094,0.675,64x16_bicubic_to_128x32,128x32,128x32
medium,51,realesrgan,16.76,0.5901,canonical_128x32,128x32,128x32
medium,51,tsrn,22.5165,0.687,canonical_128x32,128x32,128x32
medium,52,bicubic,20.8186,0.5975,64x16_bicubic_to_128x32,128x32,128x32
medium,52,realesrgan,20.4427,0.5933,canonical_128x32,128x32,128x32
medium,52,tsrn,23.54,0.5736,canonical_128x32,128x32,128x32
medium,53,bicubic,17.3753,0.6538,64x16_bicubic_to_128x32,128x32,128x32
medium,53,realesrgan,16.152,0.4943,canonical_128x32,128x32,128x32
medium,53,tsrn,20.8626,0.6941,canonical_128x32,128x32,128x32
medium,54,bicubic,20.9596,0.5976,64x16_bicubic_to_128x32,128x32,128x32
medium,54,realesrgan,20.3336,0.5257,canonical_128x32,128x32,128x32
medium,54,tsrn,24.8117,0.6459,canonical_128x32,128x32,128x32
medium,55,bicubic,17.2993,0.6426,64x16_bicubic_to_128x32,128x32,128x32
medium,55,realesrgan,16.9863,0.6042,canonical_128x32,128x32,128x32
medium,55,tsrn,22.7339,0.6657,canonical_128x32,128x32,128x32
medium,56,bicubic,21.2881,0.6439,64x16_bicubic_to_128x32,128x32,128x32
medium,56,realesrgan,20.717,0.5908,canonical_128x32,128x32,128x32
medium,56,tsrn,24.1636,0.6461,canonical_128x32,128x32,128x32
medium,57,bicubic,17.22,0.6606,64x16_bicubic_to_128x32,128x32,128x32
medium,57,realesrgan,16.9203,0.6105,canonical_128x32,128x32,128x32
medium,57,tsrn,20.5245,0.724,canonical_128x32,128x32,128x32
medium,58,bicubic,21.3033,0.6403,64x16_bicubic_to_128x32,128x32,128x32
medium,58,realesrgan,21.152,0.6304,canonical_128x32,128x32,128x32
medium,58,tsrn,24.5479,0.6836,canonical_128x32,128x32,128x32
medium,59,bicubic,17.5942,0.6953,64x16_bicubic_to_128x32,128x32,128x32
medium,59,realesrgan,17.3576,0.6361,canonical_128x32,128x32,128x32
medium,59,tsrn,25.6605,0.7353,canonical_128x32,128x32,128x32
medium,60,bicubic,17.5691,0.6382,64x16_bicubic_to_128x32,128x32,128x32
medium,60,realesrgan,16.9249,0.525,canonical_128x32,128x32,128x32
medium,60,tsrn,24.454,0.6403,canonical_128x32,128x32,128x32
medium,61,bicubic,21.1408,0.5704,64x16_bicubic_to_128x32,128x32,128x32
medium,61,realesrgan,21.0204,0.5431,canonical_128x32,128x32,128x32
medium,61,tsrn,23.4884,0.5848,canonical_128x32,128x32,128x32
medium,62,bicubic,17.3514,0.6608,64x16_bicubic_to_128x32,128x32,128x32
medium,62,realesrgan,17.2572,0.6158,canonical_128x32,128x32,128x32
medium,62,tsrn,21.0749,0.7057,canonical_128x32,128x32,128x32
medium,63,bicubic,20.8607,0.6494,64x16_bicubic_to_128x32,128x32,128x32
medium,63,realesrgan,20.9349,0.6422,canonical_128x32,128x32,128x32
medium,63,tsrn,23.864,0.639,canonical_128x32,128x32,128x32
medium,64,bicubic,17.4758,0.6598,64x16_bicubic_to_128x32,128x32,128x32
medium,64,realesrgan,17.3447,0.6189,canonical_128x32,128x32,128x32
medium,64,tsrn,21.8983,0.7136,canonical_128x32,128x32,128x32
medium,65,bicubic,17.5018,0.6276,64x16_bicubic_to_128x32,128x32,128x32
medium,65,realesrgan,17.3095,0.5995,canonical_128x32,128x32,128x32
medium,65,tsrn,21.8873,0.6882,canonical_128x32,128x32,128x32
medium,66,bicubic,20.9121,0.6127,64x16_bicubic_to_128x32,128x32,128x32
medium,66,realesrgan,20.5755,0.5829,canonical_128x32,128x32,128x32
medium,66,tsrn,23.215,0.6351,canonical_128x32,128x32,128x32
medium,67,bicubic,17.3967,0.6712,64x16_bicubic_to_128x32,128x32,128x32
medium,67,realesrgan,17.0683,0.5896,canonical_128x32,128x32,128x32
medium,67,tsrn,20.5218,0.701,canonical_128x32,128x32,128x32
medium,68,bicubic,21.1217,0.6543,64x16_bicubic_to_128x32,128x32,128x32
medium,68,realesrgan,21.0405,0.6378,canonical_128x32,128x32,128x32
medium,68,tsrn,22.6179,0.6706,canonical_128x32,128x32,128x32
medium,69,bicubic,17.4727,0.6588,64x16_bicubic_to_128x32,128x32,128x32
medium,69,realesrgan,15.7205,0.523,canonical_128x32,128x32,128x32
medium,69,tsrn,21.3638,0.7375,canonical_128x32,128x32,128x32
medium,70,bicubic,21.0969,0.5838,64x16_bicubic_to_128x32,128x32,128x32
medium,70,realesrgan,20.2778,0.5248,canonical_128x32,128x32,128x32
medium,70,tsrn,24.7414,0.6642,canonical_128x32,128x32,128x32
medium,71,bicubic,17.6089,0.6853,64x16_bicubic_to_128x32,128x32,128x32
medium,71,realesrgan,17.3996,0.6323,canonical_128x32,128x32,128x32
medium,71,tsrn,22.1497,0.7168,canonical_128x32,128x32,128x32
medium,72,bicubic,21.025,0.6566,64x16_bicubic_to_128x32,128x32,128x32
medium,72,realesrgan,21.1004,0.6711,canonical_128x32,128x32,128x32
medium,72,tsrn,24.0377,0.7141,canonical_128x32,128x32,128x32
medium,73,bicubic,17.1156,0.6265,64x16_bicubic_to_128x32,128x32,128x32
medium,73,realesrgan,17.1438,0.6032,canonical_128x32,128x32,128x32
medium,73,tsrn,21.348,0.6557,canonical_128x32,128x32,128x32
medium,74,bicubic,21.0374,0.6066,64x16_bicubic_to_128x32,128x32,128x32
medium,74,realesrgan,20.9695,0.5706,canonical_128x32,128x32,128x32
medium,74,tsrn,23.3597,0.5936,canonical_128x32,128x32,128x32
medium,75,bicubic,17.4153,0.6486,64x16_bicubic_to_128x32,128x32,128x32
medium,75,realesrgan,17.3337,0.6149,canonical_128x32,128x32,128x32
medium,75,tsrn,22.0095,0.6891,canonical_128x32,128x32,128x32
medium,76,bicubic,20.8141,0.623,64x16_bicubic_to_128x32,128x32,128x32
medium,76,realesrgan,20.8619,0.6095,canonical_128x32,128x32,128x32
medium,76,tsrn,23.0774,0.5873,canonical_128x32,128x32,128x32
medium,77,bicubic,17.2297,0.6133,64x16_bicubic_to_128x32,128x32,128x32
medium,77,realesrgan,15.0307,0.5113,canonical_128x32,128x32,128x32
medium,77,tsrn,22.6996,0.6768,canonical_128x32,128x32,128x32
medium,78,bicubic,21.0557,0.5507,64x16_bicubic_to_128x32,128x32,128x32
medium,78,realesrgan,19.1219,0.4773,canonical_128x32,128x32,128x32
medium,78,tsrn,23.609,0.6197,canonical_128x32,128x32,128x32
medium,79,bicubic,17.1128,0.5882,64x16_bicubic_to_128x32,128x32,128x32
medium,79,realesrgan,16.7548,0.5047,canonical_128x32,128x32,128x32
medium,79,tsrn,22.2559,0.6168,canonical_128x32,128x32,128x32
medium,80,bicubic,21.2555,0.5841,64x16_bicubic_to_128x32,128x32,128x32
medium,80,realesrgan,21.1936,0.5393,canonical_128x32,128x32,128x32
medium,80,tsrn,23.7521,0.5752,canonical_128x32,128x32,128x32
medium,81,bicubic,17.125,0.6449,64x16_bicubic_to_128x32,128x32,128x32
medium,81,realesrgan,16.8498,0.5817,canonical_128x32,128x32,128x32
medium,81,tsrn,19.207,0.6422,canonical_128x32,128x32,128x32
medium,82,bicubic,20.9797,0.6572,64x16_bicubic_to_128x32,128x32,128x32
medium,82,realesrgan,20.9405,0.611,canonical_128x32,128x32,128x32
medium,82,tsrn,24.1377,0.6694,canonical_128x32,128x32,128x32
medium,83,bicubic,17.1375,0.6046,64x16_bicubic_to_128x32,128x32,128x32
medium,83,realesrgan,15.5906,0.4877,canonical_128x32,128x32,128x32
medium,83,tsrn,21.937,0.6649,canonical_128x32,128x32,128x32
medium,84,bicubic,20.7676,0.5112,64x16_bicubic_to_128x32,128x32,128x32
medium,84,realesrgan,20.5829,0.4804,canonical_128x32,128x32,128x32
medium,84,tsrn,22.1528,0.4903,canonical_128x32,128x32,128x32
medium,85,bicubic,17.0282,0.6301,64x16_bicubic_to_128x32,128x32,128x32
medium,85,realesrgan,17.0445,0.6043,canonical_128x32,128x32,128x32
medium,85,tsrn,21.7501,0.717,canonical_128x32,128x32,128x32
medium,86,bicubic,17.2523,0.6165,64x16_bicubic_to_128x32,128x32,128x32
medium,86,realesrgan,15.3722,0.4841,canonical_128x32,128x32,128x32
medium,86,tsrn,23.8868,0.7072,canonical_128x32,128x32,128x32
medium,87,bicubic,20.5148,0.528,64x16_bicubic_to_128x32,128x32,128x32
medium,87,realesrgan,20.2362,0.4933,canonical_128x32,128x32,128x32
medium,87,tsrn,22.8255,0.5926,canonical_128x32,128x32,128x32
medium,88,bicubic,17.289,0.6341,64x16_bicubic_to_128x32,128x32,128x32
medium,88,realesrgan,16.9218,0.5833,canonical_128x32,128x32,128x32
medium,88,tsrn,21.9698,0.674,canonical_128x32,128x32,128x32
medium,89,bicubic,17.4666,0.644,64x16_bicubic_to_128x32,128x32,128x32
medium,89,realesrgan,16.6227,0.5688,canonical_128x32,128x32,128x32
medium,89,tsrn,21.3291,0.6933,canonical_128x32,128x32,128x32
medium,90,bicubic,20.9845,0.5773,64x16_bicubic_to_128x32,128x32,128x32
medium,90,realesrgan,20.3429,0.5402,canonical_128x32,128x32,128x32
medium,90,tsrn,19.9382,0.5916,canonical_128x32,128x32,128x32
medium,91,bicubic,17.5684,0.6757,64x16_bicubic_to_128x32,128x32,128x32
medium,91,realesrgan,17.3666,0.6275,canonical_128x32,128x32,128x32
medium,91,tsrn,20.8219,0.7136,canonical_128x32,128x32,128x32
medium,92,bicubic,20.5811,0.6147,64x16_bicubic_to_128x32,128x32,128x32
medium,92,realesrgan,20.4134,0.583,canonical_128x32,128x32,128x32
medium,92,tsrn,23.7211,0.6623,canonical_128x32,128x32,128x32
medium,93,bicubic,17.2722,0.6102,64x16_bicubic_to_128x32,128x32,128x32
medium,93,realesrgan,16.6392,0.5271,canonical_128x32,128x32,128x32
medium,93,tsrn,24.0736,0.7039,canonical_128x32,128x32,128x32
medium,94,bicubic,20.7549,0.5511,64x16_bicubic_to_128x32,128x32,128x32
medium,94,realesrgan,20.483,0.5277,canonical_128x32,128x32,128x32
medium,94,tsrn,23.3835,0.5446,canonical_128x32,128x32,128x32
medium,95,bicubic,17.4205,0.6576,64x16_bicubic_to_128x32,128x32,128x32
medium,95,realesrgan,17.1956,0.5962,canonical_128x32,128x32,128x32
medium,95,tsrn,23.344,0.6931,canonical_128x32,128x32,128x32
medium,96,bicubic,20.7601,0.6574,64x16_bicubic_to_128x32,128x32,128x32
medium,96,realesrgan,20.8075,0.6578,canonical_128x32,128x32,128x32
medium,96,tsrn,25.94,0.7557,canonical_128x32,128x32,128x32
medium,97,bicubic,17.6179,0.6874,64x16_bicubic_to_128x32,128x32,128x32
medium,97,realesrgan,16.9126,0.6248,canonical_128x32,128x32,128x32
medium,97,tsrn,19.8854,0.7256,canonical_128x32,128x32,128x32
medium,98,bicubic,21.2473,0.6373,64x16_bicubic_to_128x32,128x32,128x32
medium,98,realesrgan,20.8657,0.6204,canonical_128x32,128x32,128x32
medium,98,tsrn,24.0128,0.6849,canonical_128x32,128x32,128x32
medium,99,bicubic,17.3985,0.6418,64x16_bicubic_to_128x32,128x32,128x32
medium,99,realesrgan,16.7306,0.6451,canonical_128x32,128x32,128x32
medium,99,tsrn,23.203,0.7093,canonical_128x32,128x32,128x32
medium,100,bicubic,20.5904,0.5957,64x16_bicubic_to_128x32,128x32,128x32
medium,100,realesrgan,20.6513,0.6089,canonical_128x32,128x32,128x32
medium,100,tsrn,24.2229,0.7006,canonical_128x32,128x32,128x32
hard,1,bicubic,21.496,0.6572,64x16_bicubic_to_128x32,128x32,128x32
hard,1,realesrgan,16.2337,0.5315,canonical_128x32,128x32,128x32
hard,1,tsrn,22.3491,0.6898,canonical_128x32,128x32,128x32
hard,2,bicubic,23.4472,0.7597,64x16_bicubic_to_128x32,128x32,128x32
hard,2,realesrgan,18.4189,0.6456,canonical_128x32,128x32,128x32
hard,2,tsrn,21.8522,0.7712,canonical_128x32,128x32,128x32
hard,3,bicubic,22.9771,0.7672,64x16_bicubic_to_128x32,128x32,128x32
hard,3,realesrgan,17.2521,0.6112,canonical_128x32,128x32,128x32
hard,3,tsrn,20.241,0.7455,canonical_128x32,128x32,128x32
hard,4,bicubic,21.4173,0.6034,64x16_bicubic_to_128x32,128x32,128x32
hard,4,realesrgan,19.9998,0.4602,canonical_128x32,128x32,128x32
hard,4,tsrn,16.5463,0.5992,canonical_128x32,128x32,128x32
hard,5,bicubic,23.2992,0.5267,64x16_bicubic_to_128x32,128x32,128x32
hard,5,realesrgan,22.1297,0.4353,canonical_128x32,128x32,128x32
hard,5,tsrn,22.754,0.5217,canonical_128x32,128x32,128x32
hard,6,bicubic,20.4235,0.5875,64x16_bicubic_to_128x32,128x32,128x32
hard,6,realesrgan,18.5507,0.466,canonical_128x32,128x32,128x32
hard,6,tsrn,21.5645,0.7034,canonical_128x32,128x32,128x32
hard,7,bicubic,20.3893,0.6116,64x16_bicubic_to_128x32,128x32,128x32
hard,7,realesrgan,16.2449,0.5534,canonical_128x32,128x32,128x32
hard,7,tsrn,19.7409,0.644,canonical_128x32,128x32,128x32
hard,8,bicubic,19.9465,0.5214,64x16_bicubic_to_128x32,128x32,128x32
hard,8,realesrgan,15.6538,0.4461,canonical_128x32,128x32,128x32
hard,8,tsrn,20.1112,0.6146,canonical_128x32,128x32,128x32
hard,9,bicubic,20.6224,0.5848,64x16_bicubic_to_128x32,128x32,128x32
hard,9,realesrgan,17.8354,0.4011,canonical_128x32,128x32,128x32
hard,9,tsrn,22.0629,0.7273,canonical_128x32,128x32,128x32
hard,10,bicubic,19.8805,0.5686,64x16_bicubic_to_128x32,128x32,128x32
hard,10,realesrgan,15.6363,0.5221,canonical_128x32,128x32,128x32
hard,10,tsrn,18.9157,0.6037,canonical_128x32,128x32,128x32
hard,11,bicubic,20.4895,0.5276,64x16_bicubic_to_128x32,128x32,128x32
hard,11,realesrgan,19.8752,0.581,canonical_128x32,128x32,128x32
hard,11,tsrn,24.6532,0.8226,canonical_128x32,128x32,128x32
hard,12,bicubic,20.1083,0.5869,64x16_bicubic_to_128x32,128x32,128x32
hard,12,realesrgan,15.8478,0.5314,canonical_128x32,128x32,128x32
hard,12,tsrn,19.7247,0.6265,canonical_128x32,128x32,128x32
hard,13,bicubic,20.5143,0.6007,64x16_bicubic_to_128x32,128x32,128x32
hard,13,realesrgan,18.0224,0.5042,canonical_128x32,128x32,128x32
hard,13,tsrn,22.3119,0.6802,canonical_128x32,128x32,128x32
hard,14,bicubic,20.715,0.6319,64x16_bicubic_to_128x32,128x32,128x32
hard,14,realesrgan,17.1241,0.5813,canonical_128x32,128x32,128x32
hard,14,tsrn,20.4862,0.6651,canonical_128x32,128x32,128x32
hard,15,bicubic,19.9222,0.5257,64x16_bicubic_to_128x32,128x32,128x32
hard,15,realesrgan,16.6109,0.4641,canonical_128x32,128x32,128x32
hard,15,tsrn,18.4744,0.5834,canonical_128x32,128x32,128x32
hard,16,bicubic,22.5408,0.7193,64x16_bicubic_to_128x32,128x32,128x32
hard,16,realesrgan,20.6074,0.7061,canonical_128x32,128x32,128x32
hard,16,tsrn,23.8423,0.81,canonical_128x32,128x32,128x32
hard,17,bicubic,20.8103,0.604,64x16_bicubic_to_128x32,128x32,128x32
hard,17,realesrgan,20.2849,0.5717,canonical_128x32,128x32,128x32
hard,17,tsrn,23.8527,0.7824,canonical_128x32,128x32,128x32
hard,18,bicubic,21.7679,0.7676,64x16_bicubic_to_128x32,128x32,128x32
hard,18,realesrgan,15.2101,0.5816,canonical_128x32,128x32,128x32
hard,18,tsrn,21.6209,0.8228,canonical_128x32,128x32,128x32
hard,19,bicubic,18.5107,0.4354,64x16_bicubic_to_128x32,128x32,128x32
hard,19,realesrgan,17.0671,0.4377,canonical_128x32,128x32,128x32
hard,19,tsrn,19.314,0.6768,canonical_128x32,128x32,128x32
hard,20,bicubic,22.8685,0.8429,64x16_bicubic_to_128x32,128x32,128x32
hard,20,realesrgan,19.8241,0.8024,canonical_128x32,128x32,128x32
hard,20,tsrn,20.3147,0.7721,canonical_128x32,128x32,128x32
hard,21,bicubic,17.828,0.5579,64x16_bicubic_to_128x32,128x32,128x32
hard,21,realesrgan,17.1788,0.6707,canonical_128x32,128x32,128x32
hard,21,tsrn,20.1718,0.7699,canonical_128x32,128x32,128x32
hard,22,bicubic,23.9301,0.6822,64x16_bicubic_to_128x32,128x32,128x32
hard,22,realesrgan,19.3505,0.6107,canonical_128x32,128x32,128x32
hard,22,tsrn,20.9811,0.7388,canonical_128x32,128x32,128x32
hard,23,bicubic,21.6636,0.722,64x16_bicubic_to_128x32,128x32,128x32
hard,23,realesrgan,18.7111,0.5891,canonical_128x32,128x32,128x32
hard,23,tsrn,20.803,0.7511,canonical_128x32,128x32,128x32
hard,24,bicubic,24.0702,0.5795,64x16_bicubic_to_128x32,128x32,128x32
hard,24,realesrgan,22.3534,0.5284,canonical_128x32,128x32,128x32
hard,24,tsrn,21.7407,0.7479,canonical_128x32,128x32,128x32
hard,25,bicubic,23.7254,0.6982,64x16_bicubic_to_128x32,128x32,128x32
hard,25,realesrgan,20.0877,0.6123,canonical_128x32,128x32,128x32
hard,25,tsrn,21.862,0.7053,canonical_128x32,128x32,128x32
hard,26,bicubic,21.9718,0.7317,64x16_bicubic_to_128x32,128x32,128x32
hard,26,realesrgan,18.7335,0.5675,canonical_128x32,128x32,128x32
hard,26,tsrn,16.1986,0.6824,canonical_128x32,128x32,128x32
hard,27,bicubic,23.6648,0.6008,64x16_bicubic_to_128x32,128x32,128x32
hard,27,realesrgan,22.5032,0.4958,canonical_128x32,128x32,128x32
hard,27,tsrn,20.4291,0.6665,canonical_128x32,128x32,128x32
hard,28,bicubic,22.8958,0.7567,64x16_bicubic_to_128x32,128x32,128x32
hard,28,realesrgan,22.2742,0.6081,canonical_128x32,128x32,128x32
hard,28,tsrn,18.5572,0.6856,canonical_128x32,128x32,128x32
hard,29,bicubic,23.9651,0.6267,64x16_bicubic_to_128x32,128x32,128x32
hard,29,realesrgan,22.652,0.5288,canonical_128x32,128x32,128x32
hard,29,tsrn,22.2443,0.5843,canonical_128x32,128x32,128x32
hard,30,bicubic,25.502,0.8102,64x16_bicubic_to_128x32,128x32,128x32
hard,30,realesrgan,20.3167,0.5847,canonical_128x32,128x32,128x32
hard,30,tsrn,23.1758,0.6935,canonical_128x32,128x32,128x32
hard,31,bicubic,18.4752,0.6204,64x16_bicubic_to_128x32,128x32,128x32
hard,31,realesrgan,17.0612,0.6886,canonical_128x32,128x32,128x32
hard,31,tsrn,19.4021,0.7179,canonical_128x32,128x32,128x32
hard,32,bicubic,25.5779,0.6005,64x16_bicubic_to_128x32,128x32,128x32
hard,32,realesrgan,24.84,0.5537,canonical_128x32,128x32,128x32
hard,32,tsrn,23.8863,0.5542,canonical_128x32,128x32,128x32
hard,33,bicubic,25.7145,0.6521,64x16_bicubic_to_128x32,128x32,128x32
hard,33,realesrgan,24.4833,0.6067,canonical_128x32,128x32,128x32
hard,33,tsrn,20.5991,0.6131,canonical_128x32,128x32,128x32
hard,34,bicubic,25.4091,0.6651,64x16_bicubic_to_128x32,128x32,128x32
hard,34,realesrgan,23.0092,0.5772,canonical_128x32,128x32,128x32
hard,34,tsrn,24.4437,0.5841,canonical_128x32,128x32,128x32
hard,35,bicubic,19.1822,0.593,64x16_bicubic_to_128x32,128x32,128x32
hard,35,realesrgan,17.0655,0.6084,canonical_128x32,128x32,128x32
hard,35,tsrn,21.212,0.699,canonical_128x32,128x32,128x32
hard,36,bicubic,19.6209,0.4619,64x16_bicubic_to_128x32,128x32,128x32
hard,36,realesrgan,17.8903,0.4465,canonical_128x32,128x32,128x32
hard,36,tsrn,18.7071,0.538,canonical_128x32,128x32,128x32
hard,37,bicubic,24.4933,0.7127,64x16_bicubic_to_128x32,128x32,128x32
hard,37,realesrgan,21.787,0.6199,canonical_128x32,128x32,128x32
hard,37,tsrn,21.7794,0.7356,canonical_128x32,128x32,128x32
hard,38,bicubic,21.2268,0.5647,64x16_bicubic_to_128x32,128x32,128x32
hard,38,realesrgan,20.9882,0.5068,canonical_128x32,128x32,128x32
hard,38,tsrn,19.2676,0.5183,canonical_128x32,128x32,128x32
hard,39,bicubic,24.2478,0.7105,64x16_bicubic_to_128x32,128x32,128x32
hard,39,realesrgan,22.8773,0.5842,canonical_128x32,128x32,128x32
hard,39,tsrn,16.0445,0.6803,canonical_128x32,128x32,128x32
hard,40,bicubic,22.316,0.5352,64x16_bicubic_to_128x32,128x32,128x32
hard,40,realesrgan,21.7839,0.4743,canonical_128x32,128x32,128x32
hard,40,tsrn,22.5922,0.6224,canonical_128x32,128x32,128x32
